ID;CreatedAt;User;Action;Type;Severity;Endpoint;Status;OldValue;NewValue
1088;2026-04-08T21:34:14.537425600;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1089;2026-04-08T22:10:06.309116800;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1090;2026-04-08T22:12:53.261652500;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1091;2026-04-08T22:16:45.128837800;admin;MENU_CREATED;CREATE;INFO;null;null;"";"{'menuItemId':61,'label':'222','icon':'user-minus','link':'/333','parentId':57,'isTitle':false,'isLayout':false,'createdAt':'2026-04-08T22:16:45.0968128','updatedAt':'2026-04-08T22:16:45.0968128'}"
1092;2026-04-08T22:24:01.362615800;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
1093;2026-04-08T22:24:05.245042200;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
1094;2026-04-08T22:24:11.468088700;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1095;2026-04-08T22:24:42.176542800;admin;MENU_DELETED;DELETE;INFO;null;null;"MenuItem(menuItemId=61, label=222, icon=user-minus, link=/333, isTitle=false, isLayout=false, createdAt=2026-04-08T22:16:45.096813, updatedAt=2026-04-08T22:16:45.096813)";""
1096;2026-04-08T22:25:13.481991700;admin;MENU_UPDATED;UPDATE;INFO;null;null;"{'menuItemId':59,'label':'111','icon':'list','link':'/333','parent':{'menuItemId':9,'label':'Audit Logs','icon':'clipboard-list','link':'/audit','parent':null,'isTitle':true,'isLayout':true,'createdAt':'2026-03-02T10:41:56.689533','updatedAt':'2026-03-15T15:38:49.333203','roleMappings':[{'roleMenuMappingId':499,'createdAt':'2026-04-08T22:24:01.320317','updatedAt':'2026-04-08T22:24:01.320317'}]},'isTitle':false,'isLayout':false,'createdAt':'2026-04-06T01:19:36.131839','updatedAt':'2026-04-06T01:19:36.131839','roleMappings':[{'roleMenuMappingId':506,'createdAt':'2026-04-08T22:24:01.336591','updatedAt':'2026-04-08T22:24:01.336591'}]}";"{'menuItemId':59,'label':'111','icon':'list','link':'/333','parentId':9,'isTitle':false,'isLayout':false,'createdAt':'2026-04-06T01:19:36.131839','updatedAt':'2026-04-06T01:19:36.131839'}"
1097;2026-04-08T22:25:32.375368700;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
1098;2026-04-08T22:25:36.009948200;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
1099;2026-04-08T22:25:42.572075700;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1100;2026-04-08T22:25:56.552494200;admin;MENU_DELETED;DELETE;INFO;null;null;"MenuItem(menuItemId=59, label=111, icon=list, link=/333, isTitle=false, isLayout=false, createdAt=2026-04-06T01:19:36.131839, updatedAt=2026-04-08T22:25:13.498234)";""
1101;2026-04-08T22:26:35.380114900;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
1102;2026-04-08T22:26:41.900106100;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1103;2026-04-08T22:39:42.754742500;admin;MENU_CREATED;CREATE;INFO;null;null;"";"{'menuItemId':62,'label':'menu','icon':'menu','link':'/menu-management','parentId':4,'isTitle':false,'isLayout':false,'createdAt':'2026-04-08T22:39:42.7228059','updatedAt':'2026-04-08T22:39:42.7228059'}"
1104;2026-04-08T22:40:00.416465100;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
1105;2026-04-08T22:40:04.946737800;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
1106;2026-04-08T22:40:11.760771200;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
