ID;CreatedAt;User;Action;Type;Severity;Endpoint;Status;OldValue;NewValue
889;2026-04-02T14:02:11.165024800;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
890;2026-04-02T14:17:32.947745300;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
891;2026-04-02T15:02:05.725847400;admin;MENU_CREATED;CREATE;INFO;null;null;"";"{'menuItemId':44,'label':'szedf','icon':'grid','link':'azedf','parentId':null,'isTitle':false,'isLayout':false,'createdAt':'2026-04-02T15:02:05.5509851','updatedAt':'2026-04-02T15:02:05.5509851'}"
892;2026-04-02T15:02:26.978522100;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
893;2026-04-02T15:02:31.777348700;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
894;2026-04-02T15:02:37.504341600;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
895;2026-04-02T15:03:32.085414200;admin;MENU_DELETED;DELETE;INFO;null;null;"{'menuItemId':44,'label':'szedf','icon':'grid','link':'azedf','parent':null,'isTitle':false,'isLayout':false,'createdAt':'2026-04-02T15:02:05.550985','updatedAt':'2026-04-02T15:02:05.550985','roleMappings':[{'roleMenuMappingId':322,'createdAt':'2026-04-02T15:02:26.964453','updatedAt':'2026-04-02T15:02:26.964453'}]}";""
896;2026-04-02T15:03:37.194708600;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
897;2026-04-02T15:03:42.375895800;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
898;2026-04-02T15:07:42.080327100;admin;MENU_CREATED;CREATE;INFO;null;null;"";"{'menuItemId':45,'label':'hjk','icon':'pie-chart','link':'jhg','parentId':31,'isTitle':false,'isLayout':false,'createdAt':'2026-04-02T15:07:42.0623218','updatedAt':'2026-04-02T15:07:42.0623218'}"
899;2026-04-02T15:07:59.441610400;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
900;2026-04-02T15:08:03.326208800;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
901;2026-04-02T15:08:10.465032;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
902;2026-04-02T15:08:48.547645700;admin;MENU_DELETED;DELETE;INFO;null;null;"MenuItem(menuItemId=45, label=hjk, icon=pie-chart, link=jhg, isTitle=false, isLayout=false, createdAt=2026-04-02T15:07:42.062322, updatedAt=2026-04-02T15:07:42.062322)";""
903;2026-04-02T15:26:27.853517900;admin;MENU_CREATED;CREATE;INFO;null;null;"";"{'menuItemId':46,'label':'123','icon':'help-circle','link':'1111','parentId':null,'isTitle':true,'isLayout':true,'createdAt':'2026-04-02T15:26:27.7068243','updatedAt':'2026-04-02T15:26:27.7068243'}"
904;2026-04-02T15:26:49.253773800;admin;MENU_UPDATED;UPDATE;INFO;null;null;"{'menuItemId':46,'label':'123','icon':'help-circle','link':'1111','parent':{'menuItemId':31,'label':'11','icon':'line-chart','link':'22','parent':null,'isTitle':false,'isLayout':false,'createdAt':'2026-03-16T22:51:19.65144','updatedAt':'2026-03-16T22:51:19.65144','roleMappings':[{'roleMenuMappingId':253,'createdAt':'2026-03-17T14:02:03.054832','updatedAt':'2026-03-17T14:02:03.054832'},{'roleMenuMappingId':329,'createdAt':'2026-04-02T15:07:59.410649','updatedAt':'2026-04-02T15:07:59.410649'}]},'isTitle':false,'isLayout':false,'createdAt':'2026-04-02T15:26:27.706824','updatedAt':'2026-04-02T15:26:27.706824','roleMappings':[]}";"{'menuItemId':46,'label':'123','icon':'help-circle','link':'1111','parentId':31,'isTitle':false,'isLayout':false,'createdAt':'2026-04-02T15:26:27.706824','updatedAt':'2026-04-02T15:26:27.706824'}"
905;2026-04-02T15:27:07.464864800;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
906;2026-04-02T15:27:12.070800;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
907;2026-04-02T15:27:24.939890700;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
908;2026-04-02T15:33:43.487504100;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
909;2026-04-02T15:33:49.231928700;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
910;2026-04-02T15:35:15.683108700;admin;MENU_CREATED;CREATE;INFO;null;null;"";"{'menuItemId':47,'label':'44','icon':'shopping-cart','link':'22','parentId':31,'isTitle':false,'isLayout':false,'createdAt':'2026-04-02T15:35:15.6467701','updatedAt':'2026-04-02T15:35:15.6467701'}"
911;2026-04-02T15:35:30.744447;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
912;2026-04-02T15:35:34.392233;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
913;2026-04-02T15:35:40.040232100;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
914;2026-04-02T15:38:27.941509100;admin;MENU_CREATED;CREATE;INFO;null;null;"";"{'menuItemId':48,'label':'2222','icon':'menu','link':'1122','parentId':null,'isTitle':true,'isLayout':true,'createdAt':'2026-04-02T15:38:27.9198113','updatedAt':'2026-04-02T15:38:27.9198113'}"
915;2026-04-02T15:38:43.592963600;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
916;2026-04-02T15:38:47.038490900;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
917;2026-04-02T15:38:52.811216400;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
918;2026-04-02T15:49:35.715198;admin;MENU_CREATED;CREATE;INFO;null;null;"";"{'menuItemId':49,'label':'444','icon':'trending-up','link':'3333','parentId':null,'isTitle':true,'isLayout':true,'createdAt':'2026-04-02T15:49:35.6962748','updatedAt':'2026-04-02T15:49:35.6962748'}"
919;2026-04-02T15:50:02.699059100;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
920;2026-04-02T15:50:06.319619400;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
921;2026-04-02T15:50:11.644825200;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
