ID;CreatedAt;User;Action;Type;Severity;Endpoint;Status;OldValue;NewValue
1075;2026-04-07T11:27:02.903780400;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1076;2026-04-07T11:31:25.203712800;admin;MENU_CREATED;CREATE;INFO;null;null;"";"{'menuItemId':60,'label':'reception','icon':'activity','link':'/reception','parentId':null,'isTitle':true,'isLayout':true,'createdAt':'2026-04-07T11:31:25.1767366','updatedAt':'2026-04-07T11:31:25.1767366'}"
1077;2026-04-07T11:32:06.336055400;admin;MENU_SAVED;CREATE;INFO;null;null;"";""
1078;2026-04-07T11:32:10.571455300;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
1079;2026-04-07T11:32:15.726743800;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1080;2026-04-07T12:12:53.084457900;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
1081;2026-04-07T12:12:58.533764;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1082;2026-04-07T12:16:47.200621200;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1083;2026-04-07T14:42:11.912952400;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
1084;2026-04-07T14:42:23.389720;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1085;2026-04-07T15:20:52.763216400;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
1086;2026-04-07T22:40:27.766599;admin;CONNEXION_OK;LOGIN;INFO;null;200;"";""
1087;2026-04-07T22:54:55.167684200;admin;DECONNEXION;LOGOUT;INFO;null;null;"";""
